station_id,station_name
935,Adellbury
936,West Effieview
937,Carsonside
938,North Curt
939,Elishamouth
940,Kubhaven
941,Wardberg
942,Pagactown
943,Port Rozanne
944,West Wendell
945,Josiahborough
946,Dennyton
947,West Salvador
948,Port Suzetteburgh
949,North Shaniquaside
950,Hyattburgh
951,Lake Ellisshire
952,Lake Felton
953,South Jeromy
954,Sunnyburgh
955,East Loreenmouth
956,Kuhnview
957,Amiraside
958,Lake Juliane
959,Lake Corine
960,West Bradleymouth
961,South Jimmy
962,Vincenzoborough
963,Padbergfurt
964,Kirlinhaven
965,Farrellberg
966,West Williams
967,Cassinfurt
968,Hintzshire
969,North Horacio
970,Port Shawneeton
971,Lake Kerry
972,Howellstad
973,Stokesberg
974,Lake Davis
975,North Bernard
976,South Domoniquefurt
977,Port Juniorberg
978,Milfordport
979,Emmettview
980,Connborough
981,Port Kendall
982,Shauntemouth
983,South Cornelius
984,Albertaport
985,East Elenichester
986,South Susychester
987,Cassinchester
988,Vivanhaven
989,South Lindsy
990,Whiteland
991,Veumfurt
992,East Heidy
993,Samuelborough
994,Kreigermouth
995,Sipesport
996,New Marylou
997,Hoegerfort
998,Claudettefort
999,North Jamal
1000,Henryfurt
1001,Shantimouth
1002,West Myrna
1003,New Gillian
1004,Wuckertmouth
1005,Lake Mika
1006,Gordontown
1007,Evettehaven
1008,Hauckmouth
1009,Lake Alfredo
1010,Hoppeborough
1011,Port Edithland
1012,Lake Chrisland
1013,Feestville
1014,West Celena
1015,North Terranceberg
1016,Ellisport
1017,Kohlerview
1018,Chandaview
1019,East Kermitton
1020,Pokhaven
1021,Torpside
1022,North Candace
1023,New Tracey
1024,Valentinatown
1025,East Enriquetamouth
1026,East Alejandra
1027,New Aileen
1028,Lake Salvatoreborough
1029,Kennyshire
1030,Alberthashire
1031,Leschview
1032,Port Andrea
1033,Spencerborough
1034,Dinaville
1035,Martifort
1036,Gushaven
1037,Bergnaumville
1038,Port Delma
1039,Weldonshire
1040,Kimstad
1041,Lake Frederick
1042,Lake Estelaview
1043,East Charlie
1044,North Theodoreshire
1045,West Gilbury
1046,Hartmannmouth
1047,East Emorystad
1048,Cornellland
1049,Port Jonathan
1050,Abelhaven
1051,Gradyton
1052,Port Lashandra
1053,South Kennethville
1054,North Dantechester
1055,Torieborough
1056,North Philipville
1057,Rathmouth
1058,Adriannemouth
1059,East Arturo
1060,Schultzhaven
1061,Cartwrightberg
1062,Lake Shani
1063,Johnsonside
1064,Leighfort
1065,Port Luke
1066,Reginiaborough
1067,Luisetown
1068,Port Chitown
1069,Feilfurt
1070,New Leonaport
1071,Randolphstad
1072,North Diedra
1073,Lake Celena
1074,Sarinahaven
1075,Bashirianburgh
1076,South Toney
1077,Lake Juanberg
1078,O'Konview
1079,Kellimouth
1080,East Andre
1081,Marylynville
1082,Erwinhaven
1083,South Kamilahberg
1084,East Dorseyfurt
1085,East Dougport
1086,Nolanland
1087,Port Shelton
1088,North Mittiefort
1089,North Christian
1090,South Jerilynhaven
1091,West Cyrus
1092,Elishaburgh
1093,Lake Rodfurt
1094,Kunzeton
1095,South Deniceview
1096,New Kurtshire
1097,Milotown
1098,New Hobertfurt
1099,McDermottmouth
1100,Corkeryhaven
1101,Reyesland
1102,Emmerichchester
1103,Mitsukoside
1104,Gloverchester
1105,Lake Solomon
1106,Macmouth
1107,Grahamborough
1108,New Zane
1109,Parkerchester
1110,South Maria
1111,South Faustina
1112,Lewiston
1113,Maurotown
1114,New Darcel
1115,McCulloughland
1116,Lake Alanhaven
1117,Mantefurt
1118,Dortheyhaven
1119,Alphonseberg
1120,New Geraldoton
1121,West Santosville
1122,Kshlerintown
1123,South Laneland
1124,Stoltenbergton
1125,Grimesbury
1126,Port Lesaborough
1127,Ronfort
1128,East Annetteside
1129,Spencermouth
1130,Sylvesterfurt
1131,Alonzostad
1132,South Toccara
1133,Lake Robby
1134,North Dale
1135,New Christeenside
1136,Baumbachbury
1137,Port Aleisha
1138,East Alverta
1139,East Kory
1140,South Orvilleport
1141,New Antonia
1142,Borerton
1143,North Earlefurt
1144,Port Hugh
1145,East Cyruston
1146,Lake Terriehaven
1147,South Don
1148,Lake Fumiko
1149,Port Curtport
1150,North Zackarymouth
1151,Schadenmouth
1152,Mariaton
1153,Port Les
1154,North Salina
1155,North Philip
1156,Rollandchester
1157,Pagacview
1158,Trantowport
1159,Lake Oliverstad
1160,North Klara
1161,Quentinmouth
1162,O'Keefestad
1163,Lake Drewtown
1164,Neomaberg
1165,Lukeberg
1166,East Janitashire
1167,East Brenton
1168,Lake Jayborough
1169,South Robbieville
1170,New Cecilton
1171,Lake Ahmadstad
1172,Port Fosterbury
1173,Marcellemouth
1174,Lake Cleo
1175,Port Elvin
1176,Thedaville
1177,Maggiotown
1178,New Shakiamouth
1179,South Tiffani
1180,Port Lawerence
1181,Lake Michaleland
1182,New Carytown
1183,Wizachester
1184,West Arnoldo
1185,Gloriatown
1186,Filomenabury
1187,East Harriet
1188,New Otis
1189,Port Waltraud
1190,Lake Britanymouth
1191,North Curtisside
1192,Port Jeff
1193,West Renaldo
1194,Lake Kerrymouth
1195,South Eldon
1196,East Hermilaburgh
1197,South Elbaton
1198,New Elmirachester
1199,North Maria
1200,East Inesmouth
1201,Joycelynmouth
1202,Stefanimouth
1203,Lake Terese
1204,Marenhaven
1205,Port Stephineshire
1206,New Rudolphmouth
1207,East Charisse
1208,Albertoside
1209,South Norrisborough
1210,North Mel
1211,Lake Krisfort
1212,West Shenna
1213,Hermannburgh
1214,Haleyborough
1215,Sonville
1216,Adanside
1217,West Claribelfurt
1218,East Miguelmouth
1219,Port Gayle
1220,North Terry
1221,West Delorafurt
1222,Nienowtown
1223,Bartonbury
1224,Jakeville
1225,Lake Etta
1226,Marvinville
1227,North Tyroneton
1228,Lake Nereidachester
1229,North Ada
1230,Deckowmouth
1231,Brendantown
1232,South Gwenland
1233,North Jamey
1234,Ondrickabury
1235,Ziemannmouth
1236,Lake Raymundo
1237,Blairburgh
1238,Considinetown
1239,New Brandonhaven
1240,Hirtheville
1241,East Lavernstad
1242,Lake Alena
1243,Osinskiville
1244,Asamouth
1245,Dareshire
1246,Kosstown
1247,South Dewitthaven
1248,New Colemouth
1249,Friesentown
1250,Handtown
1251,Schulistland
1252,Daughertymouth
1253,Teresitaberg
1254,Lake Erik
1255,New Leesa
1256,New Beryl
1257,West Lindsayton
1258,North Rickport
1259,North Hugh
1260,South Harrisfort
1261,Wallytown
1262,Seebury
1263,Greenholtshire
1264,New Carmina
1265,Billside
1266,Porterside
1267,Lake Nakiatown
1268,Robelmouth
1269,Lake Hyestad
1270,Ericstad
1271,North Irwinborough
1272,Blaineburgh
1273,Port Buddy
1274,Lake Almeta
1275,Mikelfurt
1276,Haroldton
1277,Ullrichburgh
1278,Jesseland
1279,Lake Nicholas
1280,Teodoroview
1281,Alfredfort
1282,North Mallory
1283,Kendrickville
1284,West Darryltown
1285,North Gastonfurt
1286,North Florentino
1287,Champlinville
1288,Evanport
1289,Boyermouth
1290,North Cindie
1291,West Wilford
1292,Wilmerview
1293,Herzogburgh
1294,Schultzton
1295,Lake Mckinleyfurt
1296,Lake Eugene
1297,Dibbertport
1298,New Jeanville
1299,Thompsonberg
1300,South Dotty
1301,South Danutamouth
1302,Mendyport
1303,Port Harry
1304,Port Tawanna
1305,Port Nicholasville
1306,Eldenstad
1307,Carrollmouth
1308,Princessville
1309,Lake Feltonhaven
1310,East Jeanetta
1311,New Christianton
1312,New Jordon
1313,North Fausto
1314,Kochmouth
1315,North Rudy
1316,McCulloughmouth
1317,Jeanberg
1318,East Burlfurt
1319,West Mario
1320,Kuhlmanville
1321,Lashawndastad
1322,East Emiliemouth
1323,Naderport
1324,North Francis
1325,Neomaside
1326,South Ericport
1327,Port Javier
1328,East Nadinemouth
1329,Shanahanfort
1330,South Inesmouth
1331,Rolfsonview
1332,Jeroldburgh
1333,Lefflerhaven
1334,Rolfsonmouth
1335,North Jannettechester
1336,South Hubert
1337,North Dominicville
1338,East Carlynbury
1339,Port Emoryfurt
1340,East Beauburgh
1341,Lake Vashtistad
1342,Port Casey
1343,Shieldsshire
1344,New Hiramside
1345,Port Burlport
1346,Lake Trentfurt
1347,South Gisellechester
1348,North Valeryborough
1349,Considineburgh
1350,Thadtown
1351,Oberbrunnerton
1352,Tondabury
1353,New Hung
1354,West Bennettmouth
1355,Smithburgh
1356,Yoshieside
1357,Kuhicborough
1358,North Irvinstad
1359,South Janeyport
1360,Douglasshire
1361,Corkeryberg
1362,Codyhaven
1363,North Lennyburgh
1364,Pricetown
1365,Jonesborough
1366,Lake Latashiabury
1367,Tamikaton
1368,East Clinton
1369,Barrowsport
1370,Skilesborough
1371,Wesborough
1372,Port Ethan
1373,Port Perlaview
1374,Kochside
1375,Lake Cornellmouth
1376,Randellville
1377,Kristofermouth
1378,Lupeshire
1379,Shonmouth
1380,Ramonaside
1381,Port Windyport
1382,New Donovan
1383,Nakiatown
1384,North Dionview
1385,West Florencio
1386,South Joleneberg
1387,Artieborough
1388,South Jefftown
1389,North Cyrus
1390,Purdystad
1391,Mitchellview
1392,South Marin
1393,North Anderson
1394,East Vanettabury
1395,Port Lou
1396,Turcottemouth
1397,Feleciaville
1398,Port Lina
1399,Port Danyelleborough
1400,Koelpinville
1401,Croninbury
1402,Stefanmouth
1403,West Jordanhaven
1404,Littelton
1405,Lake Kandicebury
1406,Isabellfurt
1407,North Sherwood
1408,New Syble
1409,Kaland
1410,Maeganbury
1411,Connview
1412,Sukshire
1413,Keenanbury
1414,Jeramymouth
1415,Champlinfort
1416,Harrischester
1417,Lake Carminechester
1418,Port Vina
1419,Kemmermouth
1420,Coreyhaven
1421,Lake Kristal
1422,West Ma
1423,New Lovellamouth
1424,North Danielberg
1425,Bochester
1426,South Viviantown
1427,Port Jacinto
1428,Milesstad
1429,East Cheryll
1430,Lake Hanstown
1431,South Kristopher
1432,East Damarisbury
1433,Kington
1434,West Cesarstad
1435,East Hollisstad
1436,Louischester
1437,Tessburgh
1438,Moseston
1439,New Malorie
1440,Cristiestad
1441,Bernierville
1442,North Manual
1443,Sydneyburgh
1444,Bahringerfort
1445,Hettingertown
1446,East Jenniferchester
1447,Jolynnbury
1448,Sonland
1449,West Zackaryshire
1450,Charityborough
1451,Freemanshire
1452,West Carma
1453,New Zelmaview
1454,Port Mamieport
1455,Port Birgitmouth
1456,Lake Shaylaton
1457,South Jameeborough
1458,Tarenhaven
1459,Lake Jordonmouth
1460,Jodyville
1461,South Lilly
1462,Lake Samuel
1463,Watsicachester
1464,Port Koryfort
1465,Adanfort
1466,Lake Wes
1467,Greenport
1468,North Fredric
1469,Port Hiram
1470,Bauchtown
1471,East Kennithton
1472,New Eusebioside
1473,Thielfurt
1474,South Asialand
1475,Lake Dustyville
1476,Lake Sethbury
1477,Bechtelarville
1478,Hagenesburgh
1479,Shelleytown
1480,East Stantonburgh
1481,South Danica
1482,Buckridgeside
1483,Lake Bobetteberg
